Year,Term,Subject,Number,Course Title,Sched Type,Primary Instructor,GPA
2015,Fall,GS,101,Exploring General Studies,LCD,"Rodriguez, Saturnino H",3.3886666666666665
2011,Fall,ECON,102,Microeconomic Principles,Q,"Xu, Hui",2.9411764705882355
2015,Fall,PHYS,515,General Relativity I,LEC,"Shapiro, Stuart L",3.4451282051282046
2010,Spring,BIOE,205,Circuits & Systems in Bioengrg,LEC,"Gentry, Kenneth",3.0081395348837217
2019,Fall,IB,150,Organismal & Evolutionary Biol,LEC,"Clegg, Benjamin F",2.827078431372549
2012,Fall,SOCW,380,Child Welfare Issues & Trends,ONL,"Lindsey, Brenda C",3.209259259259259
2020,Summer,AFRO,100,Intro to African American St,ONL,"McMillion, Desiree Y",3.1990322580645163
2021,Fall,MATH,220,Calculus,OLC,"Petrickova, Sarka",2.789343629343629
2010,Spring,ANTH,270,Linguistic Anthropology,DIS,"Spreng, Elizabeth A",3.1109090909090913
2011,Spring,TSM,311,Humanity in the Food Web,LCD,"Rodriguez, Luis F",3.1983050847457624
2019,Fall,LAS,101,Design First Year Experience,DIS,"Soranso, Murillo S",3.846538461538462
2018,Spring,PSYC,220,Images of Mind,,"Beck, Diane M",3.1746511627906973
2019,Spring,ARCH,452,Theory of Reinforced Concrete,LEC,"Aminmansour, Abbas",3.4167187500000002
2012,Summer,FIN,511,Investments,LCD,"Weisbenner, Scott J",3.5223333333333335
2021,Spring,AFST,210,Intro to Mod African Lit,ONL,"Basu, Manisha",3.1867647058823527
2017,Fall,ACE,444,Finan Serv & Invest Plan,,"Schnitkey, Gary D",3.0357894736842104
2015,Spring,ECE,486,Control Systems,DIS,"Hutchinson, Seth A",3.467894736842105
2018,Spring,MDIA,370,Advanced Media Sales,,"Clifton, Dionne J",3.475116279069767
2018,Spring,ACCY,510,Financial Reporting Standards,,"Steward, Cynthia G",3.4685185185185183
2012,Fall,PHIL,203,Ancient Philosophy,LCD,"Wengert, Robert G",3.4554545454545456
2012,Fall,ACE,341,Contemp Issues in AgAccy&Fin,LCD,"Finnegan, Ann B",3.4525
2013,Spring,SCAN,215,"Madness, Myth, and Murder",LCD,"Beach, Jensen W",3.161290322580645
2021,Fall,CS,410,Text Information Systems,ONL,"Zhai, Chengxiang",3.8052592592592593
2011,Spring,SOCW,516,"Child, Youth and Family Svcs",LCD,"Ryan, Joseph P",3.6275999999999997
2010,Fall,SOCW,427,Social Work Research Methods,LCD,"Zhan, Min",3.7985714285714285
2014,Fall,CHEM,233,Elementary Organic Chem Lab I,LEC,"Miller, Shawn",3.035069444444444
2011,Spring,ECE,206,Elec & Electronic Circuits Lab,LAB,"Zhang, Jianhua",3.7500000000000004
2014,Fall,SOC,310,Sociology of Deviance,ONL,"Kelley, Margaret S",2.9638095238095237
2018,Spring,FIN,521,Advanced Corporate Finance,,"Kronlund, Mathias",3.459107142857143
2015,Spring,MCB,101,Intro Microbiology Laboratory,LAB,"Chapman, Kenneth",3.5226086956521736
2019,Fall,AAS,100,Intro Asian American Studies,DIS,"Boonsripaisal, Simon",3.8746875000000003
2018,Spring,PHIL,421,Ethical Theories,,"Varden, Helga",3.2410344827586206
2011,Spring,IE,524,Optimization in Finance,LCD,"Peng, Jiming",3.3211111111111107
2010,Spring,ECON,440,Economics of Labor Markets,LCD,"Laschever, Ron A",3.1126785714285714
2021,Fall,FSHN,150,Introduction to Dietetics,LEC,"Karduck, Justine M",3.96
2017,Fall,CMN,377,Propaganda and Modern Society,,"Stole, Inger L",3.1512121212121214
2019,Spring,THEA,101,Introduction to Theatre Arts,ONL,"Steinrock, Jessica R",3.61
2021,Fall,ARCH,210,Intro Hist of World Arch,OLC,"Grossman, Heather E",2.9323129251700677
2012,Fall,PHYS,485,Atomic Phys & Quantum Theory,LEC,"Wiss, James E",3.1447826086956523
2016,Spring,RST,300,Leisure Programming,LCD,"Paden, Lori Kay",3.5576923076923075
2019,Fall,BUS,101,Prof Responsibility & Business,LCD,"DeBrock, Lawrence M",3.4936000000000003
2021,Fall,RST,205,Sport and the Big Ten,ONL,"Sherman, Edward J",3.4101923076923075
2018,Fall,ACCY,202,Accounting and Accountancy II,DIS,"Shapland, Julia P",3.3173809523809528
2018,Spring,MCB,354,Biochem & Phys Basis of Life,,"Stenger, Alejandra L",2.696363636363636
2014,Fall,ECON,564,The Theory of Monetary Policy,LCD,"Elosegui, Pedro L",3.730425531914894
2020,Fall,ADV,390,Content Creation,ONL,"Sheldon, Peter S",3.471846153846154
2018,Spring,SE,101,Engineering Graphics & Design,,"Leake, James M",3.2567567567567566
2014,Spring,ACCY,301,Atg Measurement & Disclosure,LCD,"Rennekamp, Kristina M",3.5010000000000003
2010,Fall,ME,487,MEMS-NEMS Theory & Fabrication,LEC,"Flachsbart, Bruce R",3.5949999999999998
2011,Spring,ENGL,109,Intro to Fiction-ACP,LCD,"Sahn, Sarah F",3.1595652173913042
2014,Fall,KIN,100,Weight Training I,LAB,"Isaacs, Zadok J",3.48625
2016,Spring,CHEM,103,General Chemistry Lab I,LAB,"Curtin, Evan M",3.7621428571428575
2020,Fall,SOCW,360,Social Work and the Military,ONL,"Crowell, Dennis J",3.587241379310345
2021,Spring,BUS,201,Business Dynamics,ONL,"Keating, Kari H",3.9278181818181817
2020,Fall,ECE,445,Senior Design Project Lab,OLB,"Fliflet, Arne W",3.021702127659574
2021,Spring,NPRE,475,Wind Power Systems,ONL,"Ragheb, Magdi",3.8112222222222223
2019,Fall,TE,360,Lect in Engrg Entrepreneurship,LCD,"Harbourt, Christopher M",3.7280281690140846
2016,Fall,FIN,221,Corporate Finance,,"Xu, Hao",2.709230769230769
2013,Spring,CWL,114,Global Consciousness and Lit,DIS,"Hamrick, Anna L",3.6063636363636364
2021,Fall,BADM,356,Data Science and Analytics,LCD,"Nelson, Matthew L",3.9322033898305087
2010,Fall,GEOG,101,Geog of Developing Countries,LBD,"Lechtenberg, Devon M",3.6914285714285713
2014,Fall,SHS,533,Advanced Language Diagnostics,LCD,"Mudar, Raksha",3.9130434782608696
2017,Fall,NPRE,412,Nuclear Power Econ & Fuel Mgmt,,"Huff, Kathryn D",3.4445833333333336
2018,Summer,BADM,350,IT for Networked Organizations,ONL,"Sachdev, Vishal",3.39264705882353
2020,Fall,MCB,251,Exp Techniqs in Molecular Biol,OLB,"Kirchner, Nicholas C",3.2542857142857144
2019,Spring,HRD,585,Program Evaluation,ONL,"Hood, Denice W",3.6923076923076925
2014,Fall,LA,501,Landscape Arch Theory & Prac,LCD,"Hays, David L",3.7243333333333335
2010,Spring,CHEM,204,Accelerated Chemistry II,LEC,"Lisy, James M",2.8290769230769235
2012,Fall,ARTF,101,Contemporary Issues in Art,LEC,"Mette, Alan T",3.2994915254237287
2021,Fall,MCB,150,Molec & Cellular Basis of Life,DIS,"Reedy, Melissa M",3.464782608695652
2011,Fall,CMN,101,Public Speaking,LCD,"Popp, Elizabeth E",2.904166666666667
2011,Spring,EPSY,201,Educational Psychology,LEC,"Zola, David",3.840691489361702
2015,Fall,LING,401,Intro to General Phonetics,LCD,"Shosted, Ryan K",3.359230769230769
2017,Spring,AFRO,132,African American Music,,"Meyers, John P",3.6136
2021,Fall,MCB,413,Endocrinology,LEC,"Raetzman, Lori T",3.3751562500000003
2014,Spring,FIN,580,Topics in M&A,LCD,"Almeida, Heitor",3.7946153846153843
2019,Fall,THEA,101,Introduction to Theatre Arts,ONL,"Steinrock, Zev W",3.651162790697675
2013,Spring,MATH,103,Theory of Arithmetic,LEC,"Hoffmeister, April M",3.306082474226804
2017,Fall,CS,196,Freshman Honors,,"Challen, Geoffrey W",3.6893292682926826
2014,Fall,ANTH,266,African Film and Society,LCD,"Saul, Mahir",2.846538461538461
2012,Fall,CMN,336,Family Communication,DIS,"Delaney, Amelia L",2.9410714285714286
2017,Spring,PHIL,101,Introduction to Philosophy,,"Keller, James",3.499545454545455
2011,Fall,ENGL,301,Critical Approaches to Lit,LCD,"Parker, Robert D",3.5478571428571426
2010,Spring,CS,105,Intro Computing: Non-Tech,LBD,"Saharan, Ankit",3.2749999999999995
2010,Fall,LAST,170,Introduction to Latin America,DIS,"Peralta, Jose",3.8745833333333333
2017,Fall,CHEM,105,General Chemistry Lab II,,"Klauck, Ashley L",3.8890000000000002
2010,Fall,MCB,501,Advanced Biochemistry,LEC,"Imlay, James A",3.422222222222222
2011,Summer,ECON,103,Macroeconomic Principles,Q,"Zuo, Bing",2.5387179487179483
2017,Fall,AFRO,132,African American Music,,"Meyers, John P",3.633666666666667
2014,Fall,SOCW,541,Research Seminar Program Eval,ONL,"Li, Hong",3.2229166666666664
2015,Spring,BADM,552,Legal Aspects of Mgt Decisions,LCD,"Leroy, Michael H",3.9445833333333336
2015,Spring,CI,447,Iss Prac in Address Diversity,ONL,"Murray-Everett, Natasha C",3.734
2015,Fall,MATH,231,Calculus II,LEC,"Ahlgren, Scott D",2.884827586206897
2011,Fall,CHEM,203,Accelerated Chemistry Lab I,LEC,"Boulatov, Roman",3.333150684931507
2017,Fall,ARTD,270,Design Methods,,"Benson, Eric",3.530909090909091
2016,Fall,BUS,199,Coaching for Success,,"Turner, Nicole M",3.96675
2015,Spring,PSYC,413,Psychopharmacology,LEC,"Gulley, Joshua M",2.9085000000000005
2010,Fall,PSYC,403,Memory and Amnesia,LEC,"Cohen, Neal J",3.961783439490446
2011,Summer,EPS,202,Foundations of Education-ACP,DIS,"Connell, Jeanne M",3.7461904761904763
2016,Fall,HIST,141,Western Civ to 1660,,"Anderson, Christopher",3.318695652173913
2010,Summer,MATH,241,Calculus III,LCD,"To, Jin Hyung",1.9179166666666667
2016,Spring,CEE,460,Steel Structures I,LCD,"Lombardo, Franklin T",3.0346551724137933
2017,Fall,ECE,333,Green Electric Energy,,"Gross, George",3.4501204819277103
2013,Spring,CS,373,Theory of Computation,LEC,"Viswanathan, Mahesh",3.2269060773480667
2017,Fall,ARCH,451,Theory & Design Steel & Timber,,"Aminmansour, Abbas",3.395432098765433
2013,Fall,ECE,340,Semiconductor Electronics,DIS,"Feng, Milton",2.8106896551724136
2011,Spring,PHIL,101,Introduction to Philosophy,DIS,"O'Connell, Derek R",3.083888888888889
2016,Spring,MCB,424,Microbial Biochemistry,LEC,"Metcalf, William W",3.6834146341463416
2013,Fall,ANTH,143,Biology of Human Behavior,DIS,"Clancy, Kathryn B",3.3754166666666667
2017,Fall,ACCY,517,Financial Statement Analysis,,"Ibrahim, Adel Nematallah",3.3891666666666667
2020,Summer,STAT,200,Statistical Analysis,ONL,"Fireman, Ellen S",3.661969696969697
2015,Spring,KIN,142,Contemporary Issues in Sport,LEC,"Ellison, Douglas W",3.9239999999999995
2010,Spring,PHYS,212,University Physics: Elec & Mag,LEC,"Mestre, Jose",2.857569230769231
2021,Spring,ANSC,520,Protein and Energy Nutrition,OLC,"Stein, Hans-Henrik",2.9140740740740743
2017,Fall,MCB,428,Microbial Pathogens Laboratory,,"Ikeda, Jack S",3.4081481481481486
2020,Fall,CHLH,250,Health Care Systems,OLC,"Raj, Minakshi",3.65953488372093
2017,Fall,SOCW,225,Intro Stat for Social Work,,"Wang, Yang",2.8
2021,Spring,SPAN,307,Bilingualism,OLC,"Callesano, Salvatore J",3.6199999999999997
2014,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.6671428571428573
2020,Spring,ARCH,501,Architectural Practice,LCD,"Deutsch, Randall",3.6612068965517244
2012,Fall,ECON,202,Economic Statistics I,Q,"Soppelsa, Maria E",2.632068965517241
2010,Spring,PHYS,214,Univ Physics: Quantum Physics,LEC,"Kwiat, Paul G",2.6238095238095234
2020,Fall,STAT,212,Biostatistics,ONL,"Findley, Kelly P",3.5760330578512396
2019,Spring,CS,196,Freshman Honors,LCD,"Challen, Geoffrey W",3.4452380952380954
2016,Fall,CS,425,Distributed Systems,,"Gupta, Indranil",3.1556666666666664
2020,Spring,EPSY,553,Global Issues in Learning,ONL,"McCarthy, Cameron R",3.85327868852459
2020,Spring,CHBE,440,Process Control and Dynamics,LEC,"Rao, Christopher V",3.51014705882353
2017,Fall,CHEM,102,General Chemistry I,,"Hummel, Thomas J",2.521118881118881
2019,Spring,MATH,286,Intro to Differential Eq Plus,LCD,"Manfroi, Aldo J",3.3718446601941756
2017,Spring,ECE,329,Fields and Waves I,,"Waldrop, Lara",3.144324324324324
2017,Spring,ARCH,410,Ancient Egyptian & Greek Arch,,"Senseney, John R",3.0002857142857144
2020,Spring,ACCY,312,Principles of Taxation,LCD,"Holder, Charles B",3.380952380952381
2016,Fall,MATH,415,Applied Linear Algebra,,"Hieronymi, Philipp C",2.9746700507614205
2017,Fall,VM,610,Medicine and Surgery II,,"Selmic, Laura",2.608
2018,Fall,KIN,107,Aqua Aerobics,LAB,"Chizewski, Ann M",3.5384615384615383
2016,Fall,ECON,303,Inter Macroeconomic Theory,,"Yue, Yang",3.105142857142857
2020,Fall,MCB,170,Society and the Brain,OLC,"Anastasio, Thomas J",3.7039999999999997
2012,Fall,BADM,514,Managing Innovation,LCD,"Love, E G",3.561578947368421
2018,Fall,KIN,102,Bowling,LAB,"Sung, Jong Hun",3.871794871794872
2011,Spring,FIN,221,Corporate Finance,DIS,"Sarrafi, Nasrin",2.322258064516129
2021,Fall,LER,562,HR Planning and Staffing,LCD,"Restubog, Simon L",3.7223333333333333
2014,Spring,GWS,100,Intro Gender & Women's Studies,DIS,"Klean Zwilling, Jillian M",2.559032258064516
2017,Spring,CMN,212,Intro to Organizational Comm,,"Bryan, Ann L",3.033666666666667
2019,Fall,BUS,101,Prof Responsibility & Business,LCD,"DeBrock, Lawrence M",3.923076923076923
2017,Spring,MATH,444,Elementary Real Analysis,,"Hinkkanen, Aimo H",3.3225806451612905
2011,Summer,ANSC,250,Companion Animals in Society,DIS,"Brandt, Adam L",3.844333333333333
2016,Spring,RST,110,Service Delivery in RST,LCD,"Raycraft, Michael",3.2335000000000003
2021,Spring,IHLT,475,Field Experience in i-Health,OLC,"DiFilippo, Kristen N",3.7037037037037037
2013,Fall,PSYC,100,Intro Psych,LCD,"Gaspar, John G",3.120212765957447
2010,Fall,FSHN,199,Issues & Careers in Dietetics,LEC,"Plawecki, Karen L",3.75
2019,Spring,ANSC,101,Contemporary Animal Issues,LEC,"Shike, Daniel W",3.6649484536082473
2016,Fall,MBA,502,Marketing Management,,"Noel, Hayden N",3.8093617021276596
2013,Spring,FSHN,421,Pediatric Clinical Nutrition,LCD,"Donovan, Sharon M",3.4467924528301888
2021,Fall,IS,390,Consulting Info Professionals,LCD,"Song, Yoo-Seong",3.8936
2017,Fall,IS,508,Collection Development,,"Holba Puacz, Jeanne T",3.8195833333333336
2021,Fall,ECON,102,Microeconomic Principles,OD,"Molina Gonzalez, Cristhia",3.61551282051282
2010,Spring,ACE,251,The World Food Economy,LEC,"Winter-Nelson, Alex E",2.9968627450980394
2013,Fall,HIST,120,East Asian Civilizations,DIS,"Noonan, James R",2.6827272727272726
2012,Fall,ACE,222,Agricultural Marketing,LCD,"Stoddard, Paul B",3.215359116022099
2011,Summer,CEE,202,Engineering Risk & Uncertainty,LCD,"Kumar, Praveen",2.656048387096774
2016,Fall,ECON,450,Development Economics,,"Veras De Paiva, Henrique",2.1012121212121215
2017,Fall,BIOE,220,Bioenergetics,,"Smith, Andrew M",3.644383561643836
2016,Fall,CEE,493,Sustainable Design Eng Tech,,"Guest, Jeremy S",3.8595555555555556
2013,Spring,TSM,234,"Wiring, Motors and Control Sys",LEC,"Harper, Joe G",2.9816666666666665
2021,Spring,IB,108,The Biology of Dinosaurs,OLC,"Manaster, Joanne L",3.448157894736842
2016,Fall,STAT,100,Statistics,,"Hurwitt, Steven J",2.9452083333333334
2017,Spring,ACE,161,Microcomputer Applications,,"Rogalla, Valerie",3.5
2013,Fall,CHBE,431,Process Design,LEC,"Vogel, Troy",2.6476470588235292
2019,Fall,BADM,572,Stat for Mgt Decision Making,ONL,"Taghaboni-Dutta, Fataneh",3.416960784313725
2012,Fall,ECE,534,Random Processes,DIS,"Raginsky, Maxim",3.736666666666667
2014,Spring,MATH,225,Introductory Matrix Theory,LCD,"Weichsel, Paul M",2.9568586387434554
2014,Fall,ECON,202,Economic Statistics I,Q,"Schultz, Colleen",2.9651724137931033
2013,Fall,MATH,461,Probability Theory,LCD,"La Nave, Gabriele",3.0446666666666666
2013,Spring,SOC,122,Africa in World Perspective,LCD,"Dill, Brian J",3.585918367346938
2010,Spring,FR,103,Intermediate French I,LCD,"Mayne, Elizabeth A",3.652727272727273
2016,Fall,GEOG,104,Social and Cultural Geography,,"Wilson, David",3.4289473684210527
2019,Fall,LAS,101,Design First Year Experience,DIS,"Soranso, Murillo S",3.718461538461539
2019,Spring,KIN,259,Motor Development and Control,LEC,"Carlson, Kristin N",2.5693055555555553
2010,Spring,CS,125,Intro to Computer Science,LBD,"Nagaraja, Sharat",2.9378124999999997
2016,Fall,BADM,453,Decision Support Systems,,"Han, Wencui",3.889696969696969
2017,Spring,CS,126,Software Design Studio,,"Angrave, Lawrence C",3.168834951456311
2017,Fall,REL,110,World Religions,,"Jones, Hannah Gene K",3.718461538461539
2011,Summer,ENGL,418,Shakespeare,LCD,"Gray, Catharine E",3.260625
2014,Spring,ADV,283,"Content, Contact, Connections",LCD,"Raquel, Steve A",3.8674
2021,Spring,MCB,101,Intro Microbiology Laboratory,OLB,"Alt, Renee L",2.745714285714286
2019,Fall,KIN,259,Motor Development and Control,LEC,"Sosnoff, Jacob J",3.4237383177570098
2011,Summer,SPAN,204,Practical Review of Spanish,DIS,"Kelly, Megan L",3.4713636363636367
2011,Spring,FIN,221,Corporate Finance,DIS,"Liu, Yang",2.6326666666666667
2012,Fall,FSHN,426,Biochemical Nutrition I,LEC,"Pan, Yuan-Xiang",3.7594444444444446
2016,Fall,LAS,101,Freshman Seminar,,"Soranso, Murillo S",3.2756521739130435
2015,Fall,CHBE,521,Applied Mathematics in CHBE,LEC,"Schroeder, Charles M",3.5780000000000003
2021,Fall,HDFS,290,Intro to Research Methods,LCD,"McElwain, Nancy L",3.0366666666666666
2017,Fall,AFRO,411,African American Psychology,,"Neville, Helen A",3.3336
2019,Fall,IS,501,Info Org and Access,LCD,"Wickett, Karen M",3.822142857142857
2018,Spring,CHLH,409,Women's Health,,"Rosenblatt, Karin A",3.2711627906976743
2019,Fall,SOCW,589,Social Work and the Law,LCD,"Kopels, Sandra L",3.7736363636363635
2018,Fall,FIN,443,Legal Issues in Real Estate,LCD,"Perkins, Scott E",3.2572727272727273
2014,Spring,CI,407,Thry Prac in Elem Schl Tchg II,LCD,"Cronenberg, Stephanie S",3.68375
2011,Spring,KIN,109,Team Sport Activities,LAB,"Kim, Kyung O",3.88
2014,Spring,ACE,161,Microcomputer Applications,LBD,"Rogalla, Valerie",3.4583333333333335
2014,Fall,BADM,350,IT for Networked Organizations,LCD,"Subramanyam, Ramanath",3.870925925925926
2015,Fall,ECE,311,Digital Signal Processing Lab,LAB,"Bresler, Yoram",3.628076923076923
2017,Fall,FIN,221,Corporate Finance,,"Yu, Yingjie",2.828974358974359
2016,Fall,IS,501,Info Org and Access,,"Smith, Linda C",3.9484444444444446
2016,Fall,ACE,341,Issues in Agribus Mkts & Mgmt,,"Barnard, Jessa M",3.7502777777777774
2018,Fall,ACCY,515,Auditing & Assurance Standards,LCD,"Zhou, Yuepin",3.2045161290322577
2021,Fall,CS,411,Database Systems,OLC,"Alawini, Abdussalam A",3.693526170798898
2018,Fall,STAT,409,Actuarial Statistics II,LEC,"Lee, Hyoeun",2.6447368421052633
2012,Fall,SHS,120,"Child, Comm, & Lang Ability",ONL,"Cravens, Jennifer J",3.8541666666666665
2011,Fall,ECE,110,Intro Elec & Computer Engrg,LEC,"Vaidya, Nitin H",2.8631932773109243
2016,Spring,PHYS,101,College Physics: Mech & Heat,LEC,"Mestre, Jose",2.543225806451613
2018,Fall,IE,598,Machine Learning in Fin Lab,LEC,"Lane, Morton N",3.826769230769231
2014,Fall,MATH,410,Lin Algebra & Financial Apps,LCD,"Vondracek, Zoran",2.7676
2012,Fall,HIST,120,East Asian Civilizations,DIS,"Frank, Mark E",3.362608695652174
2011,Spring,MATH,234,Calculus for Business I,LEC,"Tichenor, Scott R",2.970047846889952
2019,Fall,ARAB,150,Lang&Culture of Arab World,ONL,"Saadah, Eman",3.6254166666666667
2015,Spring,ENGL,109,Intro to Fiction-ACP,LCD,"Odom, Michael J",3.349047619047619
2010,Fall,CS,438,Communication Networks,LCD,"Lumetta, Steven S",3.170377358490566
2015,Spring,ECE,329,Fields and Waves I,DIS,"Fliflet, Arne W",2.6222222222222222
2016,Fall,CHBE,431,Process Design,,"Vogel, Troy",2.896891891891892
2012,Fall,ECON,302,Inter Microeconomic Theory,DIS,"Feng, Qinping",2.8614999999999995
2010,Fall,ENGL,418,Shakespeare,LCD,"Mohamed, Feisal",2.6179411764705884
2016,Fall,BADM,525,New Product Development,,"Noel, Hayden N",3.761940298507463
2018,Spring,ADV,312,Advertising History,,"Chambers, Jason P",2.7378571428571425
2012,Fall,CEE,483,Soil Mechanics and Behavior,LEC,"Mesri, Gholamreza",3.190857142857143
2015,Fall,ECE,340,Semiconductor Electronics,DIS,"Feng, Milton",2.6333333333333333
2010,Fall,FIN,230,Introduction to Insurance,LCD,"Davis, Donald W",3.0872251308900527
2010,Spring,BADM,449,Business Policy and Strategy,LCD,"Tulegenova, Guzel",3.5954054054054057
2017,Fall,DANC,100,Intro to Contemporary Dance,,"Frost, Elise M",3.778095238095238
2018,Summer,SOC,310,Sociology of Deviance,ONL,"Lee, Meggan J",3.2299999999999995
2011,Fall,MATH,471,Actuarial Theory I,LCD,"Johnson, Paul H",2.978478260869565
2013,Fall,HIST,422,Soc-Econ Hist Modern China,LCD,"Fu, Poshek",3.4404000000000003
2017,Fall,KIN,104,Ice Skating,,"Clarke, Caitlin L",3.5636363636363635
2011,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.2796
2010,Spring,HIST,274,US & World Since 1917,DIS,"Hoganson, Kristin L",3.0480952380952377
2014,Fall,PHYS,325,Classical Mechanics I,LEC,"Makins, Naomi C",2.936859504132232
2012,Fall,MATH,285,Intro Differential Equations,LBD,"Kutzarova-Ford, Denka N",3.2981081081081083
2015,Fall,MUS,130,Introd to the Art of Music,ONL,"Porche, Jamie M",2.730851063829787
2011,Summer,GEOL,100,Planet Earth,DIS,"Long, Ann D",3.2469565217391305
2014,Spring,ECON,102,Microeconomic Principles,Q,"Lee, Sangmok",3.227272727272727
2017,Fall,REL,108,Religion & Society in West I,,"Rosenstock, Bruce",3.8544827586206902
2019,Fall,BIOE,573,Managing Business Operations,LCD,"Chhajed, Dilip",3.531111111111111
2017,Fall,TSM,372,Environ Control & HVAC Systems,,"Green, Angela R",3.0219565217391304
2021,Fall,ARCH,434,Environ Control Systems I,ONL,"Boubekri, Mohamed",3.3744594594594597
